날짜,회사,그룹,제목,요약,매체,링크,회차
2026-07-22 09:01,한화생명,비지주,"한화생명, 보험·펀드·대출 한곳에서…고객 편의의 반경 넓혔다",,한국경제,https://n.news.naver.com/mnews/article/015/0005312400?sid=101,46
2026-07-22 09:00,NH농협카드,NH,"NH농협카드, 모바일 카드 라인업 58종으로 확대",,,https://www.ajunews.com/view/20260722085234473,46
2026-07-22 08:04,KB국민은행,KB,"AI에게 레드티밍 맡겨보니... KB국민은행, 사례 공유",,,http://www.boannews.com/media/view.asp?idx=144709&kind=3,48
2026-07-22 07:19,금융당국,pubpolicy,"당정 ""디지털자산법, 연내 국회통과""…업계 ""사실상 불가능"" 한숨",,아시아경제,https://n.news.naver.com/mnews/article/277/0005792747?sid=101,45
2026-07-22 07:08,하나은행,하나,"미래에셋자산운용 연금, 브랜드평판 1위… 하나은행·신한은행 제쳤다",,,https://www.pinpointnews.co.kr/news/articleView.html?idxno=470284,46
2026-07-22 07:02,금융당국,pubpolicy,세계 최고 의료 데이터 쌓아두고도 못 쓰는 한국,"대한민국, 세계 최고 수준의 의료 정보화 선진국 / 의료 데이터 특별법 제정이 필요한 이유, 표준화와 규제 벽 / 미국과 유럽연합은 데이터 연계와 활용을 촉진하는 법제도 마련 중 / 우리의 해법은 법률 간 충돌 정리와 의료 데이터 특별법 마련 필요성",주간동아,https://n.news.naver.com/mnews/article/037/0000038543?sid=103,45
2026-07-22 07:00,금융당국,pubpolicy,"AI 다음은 ‘양자’, 첨단기술 패권경쟁 불붙는다[경제밥도둑]",,경향신문,https://n.news.naver.com/mnews/article/032/0003459598?sid=101,45
2026-07-22 06:40,금융당국,pubpolicy,AI 규제 고삐죄는 트럼프에 찬물...담당 수장 3개월만에 ‘사표’,,서울경제,https://n.news.naver.com/mnews/article/011/0004643791?sid=104,45
2026-07-22 06:00,카카오뱅크,핀테크,"교육부·금감원·카카오뱅크, 청소년 도박 예방 '맞손'","교육부·금감원·카카오뱅크, 청소년 도박 예방 협약 체결 / 카카오뱅크, 청소년이 도박 의심 계좌로 이체 시도하면 차단 / 교육부, 학교로 찾아가는 예술 체험형 도박예방교육 프로그램 운영 예정 / 카카오뱅크, 청소년 도박예방교육 프로그램 후원 및 정보 제공 중",연합뉴스,https://n.news.naver.com/mnews/article/001/0016207105?sid=102,45
2026-07-22 05:22,금융당국,pubpolicy,"로빈후드 체인, AI봇 유입에 순익 90% 대박...거래량 4억 달러 폭발",,,http://coinreaders.com/248806,45
2026-07-22 00:16,신한금융,신한,"디지털에셋, 신한금융·SC벤처스 전략적 투자 유치",,,https://www.tokenpost.kr/news/breaking/379928,45
2026-07-22 00:00,하나은행,하나,"#뉴스 #하나은행 하나은행, 한국산업의 서비스품질지수(KSQI) 11년 연속 1위 은행 선정!!! 2026.07.22","하나은행, 한국산업의 서비스품질지수(KSQI) 11년 연속 1위 은행 선정 / 하나은행은 고객접점 부문에서 1위 기업으로 선정, 오프라인 대면 접점과 비대면 채널인 콜센터 부문 동시에 1위 석권 / 손님과 만나는 모든 온ㆍ오프라인 소통 접점에서 대한민국 최고 수준의 금융 서비스 품질을 입증 / 손님 목소리 반영하는 다각적 소통 프로세스 구축, 금융취약계층 적극 포용, 포용금융 확산에 역량 집중",하나금융 보도자료,https://www.hanafn.com/mediaRoom/hanaNews/newsList/view.do?hnewsSn=10020087,47
2026-07-21 20:51,하나은행,하나,하나은행 앱 계좌조회·송금 2시간 오류…현재 정상화,,SBS Biz,https://n.news.naver.com/mnews/article/374/0000522880?sid=101,44
2026-07-21 20:46,Morgan Stanley,해외,"Morgan Stanley Downgrades Adobe, Workday as AI Transition Raises Growth C...",,,https://www.econotimes.com/Morgan-Stanley-Downgrades-Adobe-Workday-as-AI-Transition-Raises-Growth-Concerns-1747302,45
2026-07-21 19:24,하나금융,하나,"화폐의 코페르니쿠스적 전환… 하나금융, '1조 원의 결단'으로 디지털 ...","하나금융, 1조 원의 결단으로 디지털 자산 생태계 조성 추진 중 / 원화 스테이블코인, 실물자산 토큰화, 토큰증권, 블록체인 해외송금, 디지털자산 수탁 등 전방위적 생태계 조성 / 금융권의 집중 조명 받고 있는 하나금융의 전략적 결단은 발행부터 유통·결제·환류로 이어지는 완결형 디지털자산 생태계를 선점",,http://www.lkp.news/news/articleView.html?idxno=82124,44
2026-07-21 18:40,하나은행,하나,"하나은행, '진심담은 금융' 경쟁력 입증...'서비스 품질' 11년 연속 1위",,,https://www.dongponews.net/news/articleView.html?idxno=59408,44
2026-07-21 17:39,하나금융,하나,하나금융 “두나무와 원화코인 지배적 사업자 될 것”,,서울경제,https://n.news.naver.com/mnews/article/011/0004643645?sid=101,44
2026-07-21 17:18,농협은행,NH,“잠 자고 있는 내 돈 한번에 조회”…농협은행 ‘숨은 자산 찾기’ 서...,,농민신문,https://n.news.naver.com/mnews/article/662/0000100094?sid=101,44
2026-07-21 17:14,KB증권,KB,"KB증권, 정보보호 투자 비율 3년째 제자리 걸음","KB증권, 정보보호 투자 비율 3년째 제자리 걸음 / KB증권, 정보보호 투자 비율 3년째 제자리 걸음 / KB증권, 정보보호 투자 비율 3년째 제자리 걸음 / KB증권, 정보보호 투자 비율 3년째 제자리 걸음",,https://www.nspna.com/news/?mode=view&newsid=821359,44
2026-07-21 17:04,하나은행,하나,"[오토 뉴스브리핑] 현대차그룹, 글로벌 V2X 통합 서비스 론칭...하나은행...","현대차그룹, V2X 통합 서비스 'AllDayEnergy' 론칭 / V2X는 전기차 배터리와 전력망을 양방향으로 연결해 충전비 절감과 추가 수익 확보 / 전기차를 '바퀴 달린 배터리', '움직이는 에너지저장장치(ESS)'로 활용 / 현대차그룹, 국내에서 'V2G' 서비스 시범 운영 중, 미국에서 'V2H' 서비스 제공 중",,https://www.asiatime.co.kr/article/20260721500388,44
2026-07-21 16:56,신한은행,신한,"신한은행, 금융AX ""도입보다 검증하는 과정이 중요""",,,https://www.thelec.kr/news/articleView.html?idxno=59829,44
2026-07-21 16:54,케이뱅크,핀테크,케이뱅크·홍콩 해시키그룹 '맞손'…한국-홍콩 스테이블코인 송금 실증...,,데일리안,https://n.news.naver.com/mnews/article/119/0003113443?sid=101,45
2026-07-21 16:50,신한투자증권,신한,"신한투자증권, 간편형 유언대용신탁 ‘프리미어 SOL메이트 행복이음신탁...",,,https://www.socialvalue.kr/news/view/1065599236586698,44
2026-07-21 16:42,토스,핀테크,"[기획/미토스 이후, 취약점 대응②] 서비스 멈추지 않고 빠르게 패치하...",,,https://byline.network/?p=9004111222612200,44
2026-07-21 16:40,토스증권,핀테크,"토스증권, 2026 방송광고페스티벌 AI·TECH 부문 최우수상",,,https://m.entertain.naver.com/article/421/0009071143,44
2026-07-21 16:39,부산은행,지방,"뉴아이, BNK부산은행 앱에 '택스아이' 탑재…금융권 AI 세금 서비스 확대",,머니투데이,https://n.news.naver.com/mnews/article/008/0005388784?sid=101,44
2026-07-21 16:34,신한은행,신한,"신한은행, 'Shinhan AX Agent Summit 2026'",,,http://www.metroseoul.co.kr/article/20260721500445,44
2026-07-21 16:32,하나은행,하나,"하나은행, KSQI 고객접점 부문 1위…대면·비대면 금융서비스 품질 인정",,,https://www.factin.co.kr/news/articleView.html?idxno=6706,45
2026-07-21 16:30,금융당국,pubpolicy,스테이블코인 늦어지자 예금토큰 먼저...SWIFT 만난 은행권,,머니투데이,https://n.news.naver.com/mnews/article/008/0005388772?sid=101,45
2026-07-21 16:26,JP모건,해외,"""美 국세청 수장, JP모건 재직 때 동료 '사찰' 의혹""","프랭크 비시냐노 미국 국세청 CEO, 동료 직원 사찰 의혹 / JP모건체이스 재직 시절 내부 기록 부적절 열람, 권한 확대에 사용 / 디지털 포렌식 조사에서 부하 직원들의 민감 기록 접근 흔적 발견, 영향력 확대에 활용 / 직원 통제와 업무 감시용 소프트웨어 사용 지시, 키보드 입력 내용 추적 시도",SBS Biz,https://n.news.naver.com/mnews/article/374/0000522836?sid=104,45
2026-07-21 16:24,우리금융,우리,"AI 악용한 신종 보이스피싱…우리금융, 경찰청 전문가 초청 세미나","우리금융, AI 악용 보이스피싱 대응 강화 / 경찰청 전문가 초청 세미나 개최, 금융사기 예방 역량 강화 / 보이스피싱 피해자 대출 우대금리 신설, 취약계층 지원책 추진 중 / 금융소비자 보호 정책 강화, 포용금융 실천 강화 중",뉴스1,https://n.news.naver.com/mnews/article/421/0009071092?sid=101,45
2026-07-21 16:23,Kbank,핀테크,Kbank partners with HashKey on stablecoin remittances,,코리아헤럴드,https://n.news.naver.com/mnews/article/044/0000287163?sid=104,44
2026-07-21 16:20,BC카드,비지주,"[보험·카드24시] BC카드, 온라인 쇼핑 최대 4% 적립 '페이북카드' 출시...",,,https://news.dealsitetv.com/articles/173551,44
2026-07-21 16:17,금융당국,pubpolicy,"李대통령이 꽂힌 ‘모두의AI’…과기부 속도전, ‘준비 부족’ 비판도(...","과기정통부, 모두의AI 서비스 출시 추진 중 / 무료 국산 AI를 통해 이용자와 데이터 확보 및 공공 AI 에이전트 활용 계획 / 9월 베타서비스 및 연말 출시 목표, 내년 운영비 미정 상태에서 사업 추진 중",디지털데일리,https://n.news.naver.com/mnews/article/138/0002234851?sid=105,45
2026-07-21 16:16,하나은행,하나,'고객 중심 DNA 회복하자' 하나은행장 이호성 취임 일성 통했다 : 서비스...,,,https://www.huffingtonpost.kr/article/258887,44
2026-07-21 16:03,금융당국,pubpolicy,"금융보안원, AI 시대 사이버 위협 대응 전략 특강 개최",,아시아경제,https://n.news.naver.com/mnews/article/277/0005792605?sid=101,45
2026-07-21 15:53,금융당국,pubpolicy,[비즈차이나] 中 딥시크 이은 ‘키미 쇼크’… 문샷AI는 어떻게 부활했...,,조선비즈,https://n.news.naver.com/mnews/article/366/0001180690?sid=104,45
2026-07-21 15:47,카카오뱅크,핀테크,"“K-금융 알렸다” 카카오뱅크, 아랍에미리트에 디지털뱅킹 혁신 소개",,이코노미스트,https://n.news.naver.com/mnews/article/243/0000100690?sid=101,44
2026-07-21 15:36,모건스탠리,해외,"모건스탠리 ""AI發 공급부족, 27~28년 더 심화""",,,https://monthly.chosun.com/news/articleView.html?idxno=70806,44
2026-07-21 15:24,우리금융,우리,"진화하는 보이스피싱 잡는다... 우리금융, 경찰과 대응 세미나 개최",,,https://www.newspim.com/news/view/20260721000863,44
2026-07-21 15:20,금융당국,pubpolicy,"KB손보, 공공 마이데이터 가족관계증명서 제출서비스…""업계최초""","KB손보, 가족관계증명서 제출 서비스 도입 / 공공 마이데이터 활용해 가족관계 확인 간소화 / 보험금 청구부터 특약 가입까지 서류 제출 번거로움 해소 / 고객 편의성 향상과 업무 처리 효율성 향상을 도모 중",아시아경제,https://n.news.naver.com/mnews/article/277/0005792556?sid=101,45
2026-07-21 15:18,신한카드,신한,"신한카드, 삼성카드에 0.2%p까지 쫓겼다… 반격 카드는 '토스원'",,,https://www.pressman.kr/news/articleView.html?idxno=102823,44
2026-07-21 15:17,KB국민은행,KB,"KB국민은행, '숨은 금융자산 찾아주기' 캠페인 실시",,,https://www.newspim.com/news/view/20260721000859,44
2026-07-21 15:02,금융당국,pubpolicy,"전국민이 쓰는 '모두의AI', 기본기능은 무료, 고도화는 유료 허용…광고...","과학기술정보통신부, 모두의AI 서비스 기본기능 무료 제공 / 모두의AI 서비스에 활용되는 모델 요건은 독자 AI 모델 50%와 타사 모델 30% 활용 / 모델 활용 비율 계산은 출력 토큰 비율을 기반으로 계산하는 방안 검토 중 / 모두의AI 서비스 개발에 필요한 모델은 국산 AI 모델을 기반으로 해야 함",디지털데일리,https://n.news.naver.com/mnews/article/138/0002234828?sid=105,45
2026-07-21 15:01,금융당국,pubpolicy,"'토큰증권 플랫폼' 내년 2월4일 열린다…예탁원, 시스템 구축 속도",,동행미디어 시대,https://n.news.naver.com/mnews/article/417/0001152372?sid=101,45
2026-07-21 14:56,카카오뱅크,핀테크,"카카오뱅크, UAE와 디지털뱅킹 혁신 교류... 해외 진출 신호탄?","카카오뱅크, UAE와 디지털뱅킹 혁신 교류 / 디지털뱅킹 혁신 사례와 고객 중심 서비스 설계 방식 소개 / 비대면 금융 서비스와 고객 중심 설계 방식 운영 중 / 디지털은행 운영 구조와 서비스 개발 방식 설명 중",,https://www.tokenpost.kr/news/blockchain/379791,45
2026-07-21 14:46,하나금융,하나,함영주 하나금융 '가상자산 전략' 성패 10월 판가름 : 업비트 계좌 연결...,"하나금융그룹, 두나무와 장기 협업 추진 중 / 통합금융 서비스 제공을 목표로 한 자산 통합 관리 / 외환 경쟁력 활용한 해외 송금·결제 영역도 협력 대상 / 원화 스테이블코인, 토큰증권, 실물자산 토큰화 사업도 협력 예정",,https://www.huffingtonpost.kr/article/258878,44
2026-07-21 14:44,금융당국,pubpolicy,"소액주주 플랫폼 액트, 삼성전자 40조 성과급 정면충돌",,,https://www.junggi.co.kr/news/articleView.html?idxno=37187,45
2026-07-21 14:36,토스증권,핀테크,"동학개미까지 홀린 ‘AI 어닝콜’…토스증권, 투자정보 비대칭 허문다",,,https://www.news2day.co.kr/article/20260721500162,44
2026-07-21 14:30,카카오뱅크,핀테크,"카카오뱅크 노조, 31일 첫 전면 파업…비대면 금융 서비스 괜찮나",,디지털데일리,https://n.news.naver.com/mnews/article/138/0002234820?sid=101,44
2026-07-21 14:20,금융당국,pubpolicy,"[일문일답] 모두의 AI 사업설명회…""공공 AI 에이전트 구현 정부가 협의...",,,https://www.ajunews.com/view/20260721140221429,45
2026-07-21 14:10,iM금융그룹,지방,"iM금융그룹, 전사적 AX 추진…성장 동력 확보 포석",,전자신문,https://n.news.naver.com/mnews/article/030/0003449480?sid=101,44
